golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_001,REC_001,B003HV3WN6,Automotive,medium,descriptive,bm25,1,Does this work on 12 and 24 volts system,[UNANSWERABLE],,0,"[""KB_00001""]","[""I work in the automotive field and my coworkers turned me onto this tool. It's great and amazon has it at the best price anywhere.""]",1.7031249954015948
G_002,REC_002,B0000E2PBX,Health_and_Personal_Care,long,descriptive,bm25,1,"The ball completely blocks air from passing by to get to my lungs, is this supposed to happen? Are you supposed to get NO air when inhaling? The instructions state ""inhale...until you feel your lungs are full"" but that doesn't happen with the ball completely blocking all air from passing into your mouth. thanks.",[UNANSWERABLE],,0,"[""KB_00020""]","[""This item is worth the price. I had a sever bought of bronchitis and it has taken me forever to get my breath back . This item really gives your lungs a workout. I'm already starting to see some improvement.""]",6.7205830055172555
G_003,REC_003,B004XMVZVY,Toys_and_Games,medium,descriptive,bm25,1,How many are in the pack??,There is only 1 in a pack.,KB_00030,1,"[""KB_00026""]","[""We bought this to replace a previous Nerf Howler that had finally worn out. We bring this on vacation with us to the beach everytime we go. Not sure if it is meant for the water, but it seems to work great in the ocean or a lake. It is much smaller than a football and small children can throw it easily and far. Also works well in the wind and much easier to control than a frisbee on a crowded beach.""]",0.8963330037659034
G_004,REC_004,B0010WP46M,Electronics,long,descriptive,bm25,1,"Does the power adaptor work with international voltages? Basically want to know if the power adaptor will work overseas as well (220 V), and what the power output of that adaptor is (for eg. 5V DC at 500 ma?).",Yes. It supports 100V-240V,KB_00032,1,"[""KB_00032""]","[""I spent a great deal of time on Amazon's website to look for digital photo frames. My requirements, were crisp picture, 7 inch screen, international power supply (110-220V), MP3 music playing during picture slideshow and below $70 USD. The Axion-9702 does it all. It came in a nice box (good gift), quality of product was great, and most important good decent pictures. The product is made in China but show me one that is not.""]",4.774291999638081
G_005,REC_005,B0012YKLSE,Home_and_Kitchen,medium,descriptive,bm25,1,What are the measurements for this item?,[UNANSWERABLE],,0,"[""KB_00041""]","[""I should have read the reviews.This product does not do a very good job of protecting your sink because the silverware easily falls between the slots and this item is very flimsy.""]",0.9832499999902211
G_006,REC_006,B004OFOT72,Sports_and_Outdoors,long,descriptive,bm25,1,hi does anyone know if it will take a scope and could you hunt bull frogs with it if you wanted to,"The crossbow comes with a scope of its own, and if sighted in properly you could probably hit a bull frog",KB_00060,1,"[""KB_00051""]","[""Also, the firing mechanism jammed. So, even if you could get the string back to load it, the firing mechanism is jammed and won't take it. My son was devastated. Looking for a new one now.""]",2.766083001915831
G_007,REC_007,B005XUNG5I,Health_and_Personal_Care,short,descriptive,bm25,1,what is the power source?,"Batteries, but I found it to be weak.",KB_00064,1,"[""KB_00062""]","[""Needs more power I find the engine does not have enough grunt for my liking.""]",0.726833997759968
G_008,REC_008,B002LAS5TU,Home_and_Kitchen,long,descriptive,bm25,1,"Does the lids fit on the pans also? For example, does the large pot lid fit on the large pan?",The largest ps. Is the only one that a lid doesn't fit. This is a great set for the money,KB_00072,1,"[""KB_00072""]","[""I love these pans. The fry pans do not come with lids, but most lids are interchangeable for these pans. Nothing sticks to them! They are very easy to wash. They heat evenly. I have ordered more. This seller also gets the product out quickly.""]",2.5279580004280433
G_009,REC_009,B00AR1A7ZU,Pet_Supplies,long,descriptive,bm25,1,How big is the part that actually goes in the tank? I'm trying to figure out if it will fit in my (very small) sump.,[UNANSWERABLE],,0,"[""KB_00089""]","[""I love this thing. It came off highly rated from others and I see why. I started out putting a little water in the tank every few days, now I just keep a bucket filled up and this keeps my tank at the exact right height. I also put kalkwasser in the bucket so it drips it in to help with calcium, magnesium and PH. Hasn't failed.""]",3.1292920029954985
G_010,REC_010,B000GU3KHO,Automotive,long,descriptive,bm25,1,I have a Harley Dyna Switchback with windshield and saddle bags.  Is the XL the right size for me?,[UNANSWERABLE],,0,"[""KB_00091""]","[""Comes with a neat holding bag that it wraps up into relatively easily. A size XL fits my '94 Honda CB1000 without a windshield perfectly.""]",2.3788749967934564
G_011,REC_011,B008URGSWO,Home_and_Kitchen,long,descriptive,bm25,1,"how thick is it, really?  some say 1/2"", some say 2"", 2-1/2"".  does it flatten out?  comparing it to the extra plush, extra thick pad, what would one?","Mine is just shy of a full 2 inches at the plushest points. Mine has not flattened out. All my shoulder pain is gone. My wife no longer has back pain. I didn't want to spend this much but now that I have it, I consider every dime spent well worth it.",KB_00093,1,"[""KB_00097""]","[""I was searching for just a mattress pad to protect our new Tempur Pedic mattress. Was not necessarily needing extra padding or softness, but when I read the reviews on this mattress pad and saw how much buyers loved it, I thought I would try it. It is everything the other reviewers say, the company is top notch, shipped to my hands in 2 days! And it is wonderful to lay on!""]",3.4999999988940544
G_012,REC_012,B000ST0184,Toys_and_Games,medium,descriptive,bm25,1,how can I make it wireless for my win 8.1 PC?,"Interesting question. I don't think there is a direct or easy way to do this. The tankstick is basically a big keyboard. Each button/joystick direction is a keyboard button. Knowing this, it would require some type of modification to convert it to a wireless keyboard. It sounds like a project worth attempting. Sorry, I probably didn't help at all.",KB_00102,1,"[""KB_00103""]","[""Here is my Day 1 Review. I opened this thing up and wow, it is impressive. My only knock on it was that it wasn't calibrated perfectly. The IT guys told me how to do it (which was actually fun knowing how it works, and DOESN'T VOID THE WARRANTY!) and now it works like a breeze. I will keep you posted how I like it as I move on!UPDATE: This thing is absolutely awesome!""]",1.5185419979388826
G_013,REC_013,B0013ODWSO,Sports_and_Outdoors,long,descriptive,bm25,1,Does the white scooter have the same specs as the micro black one?,[UNANSWERABLE],,0,"[""KB_00114""]","[""bought for a 30+ year old woman, who now gets to scooter along qwith her two kids. Love the whole Micro family.""]",1.5984170022420585
G_014,REC_014,B005F79BYE,Home_and_Kitchen,long,descriptive,bm25,1,Does this offer the option of shelving instead of hanging clothes inside the doors?,[UNANSWERABLE],,0,"[""KB_00123""]","[""I was impressed with the easy to follow instructions and labeled pieces....I was thinking for the first few hours of assembly, I am going to write a GREAT review on this thing! Then I got to the doors. I still gave this a high rating because I have just never tried to install hinged doors before so maybe it's mostly user error...Still even after I learned some lessons with the first door, the second wasn't much easier. The hinges had to be adjusted A LOT.""]",1.7323749998467974
G_015,REC_015,B00ATDT83I,Cell_Phones_and_Accessories,long,descriptive,bm25,1,Hello. I'd like to know if this cell phone works properly in Venezuela for DIGITEL.,[UNANSWERABLE],,0,"[""KB_00132""]","[""excellent choise in this cell phone and great colour too. i recomend it. no more to say. . . . . . . .""]",2.0072920015081763
G_016,REC_016,B00394NT20,Health_and_Personal_Care,short,descriptive,bm25,1,Is there a warranty?,[UNANSWERABLE],,0,"[""KB_00147""]","[""We needed a sitting stool in our shower. This one does very well, but it's a little large for our small shower.""]",0.603374995989725
G_017,REC_017,B0056FL4FY,Beauty,long,descriptive,bm25,1,"does not say if its an american or ueropean plug and ive ordered this before and got a ueropean plug, provide necessary info",[UNANSWERABLE],,0,"[""KB_00154""]","[""I thought this would be a good starter drill for my nail business until I could afford a good one. It only worked a couple of times and then just stopped. I could not get it to work again even though I wiggled the cord and tightened the plug prongs. I would say to spend a little more and get a better product.""]",2.857499996025581
G_018,REC_018,B00154MGXY,Home_and_Kitchen,long,descriptive,bm25,1,Is this item 35.43 inches at the very top or the body of the unit?,[UNANSWERABLE],,0,"[""KB_00162""]","[""My wife ordered it, It was about two inches to big at the top, becuase of the molding,So it didn't work for what we needed.""]",1.9637500008684583
G_019,REC_019,B000LQ5XW8,Musical_Instruments,long,descriptive,bm25,1,"What does ""INTO 1 x 4 OHMS OR 2 x 8 OHMS"" mean?",On a 4 OHM output amp. You use one 4 Ohm speaker or two 8 OHM speakers. Example: One 8 OHM speaker + One 8 OHM speaker = 4 OHMs.,KB_00174,1,"[""KB_00172""]","[""Well worth $250.I already bought a used one for $150 which is still working well.Now I have 2.One for the 4 x 10 and one for the 1 x 18,Great sounding amp.Simple to use,no gimmicky EQ..Only 1 small gripe:No mute switch.Well worth buying.Will get another.""]",1.5042090017232113
G_020,REC_020,B00C9KUVWQ,Electronics,long,descriptive,bm25,1,"Hi, I need an extra one for a different room. The picture looks like the one I need, however it only shows the cable to the computer. Does it come with the other cable that goes to the power plug in? Also, what does the info on the back of the adapter say as far as model and or power numbers-is it 19V 3.42A/50-60Hz 2.0A? Thank you.",[UNANSWERABLE],,0,"[""KB_00181""]","[""It does what it says and works for the Q550. Matches the original equipment Power Adapter. Not much else to say.""]",8.249083999544382
