golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms,generated_answer,refused,generation_ms
G_001,REC_001,B003HV3WN6,Automotive,medium,descriptive,pc,1,Does this work on 12 and 24 volts system,[UNANSWERABLE],,0,"[""KB_00006""]","[""When people say it is just a test light they are comparing apples to oranges. I am just a shade tree mechanic and I can say if you can get one get it. You can check out the electrical section at Realfixesrealfast.com and see it at work. just go to the video section. Hope this helps.""]",140.8909999881871,The available reviews do not provide enough information to answer this question.,True,400.0584999957937
G_002,REC_002,B0000E2PBX,Health_and_Personal_Care,long,descriptive,pc,1,"The ball completely blocks air from passing by to get to my lungs, is this supposed to happen? Are you supposed to get NO air when inhaling? The instructions state ""inhale...until you feel your lungs are full"" but that doesn't happen with the ball completely blocking all air from passing into your mouth. thanks.",[UNANSWERABLE],,0,"[""KB_00014""]","[""I'm no doctor, so I'm only writing this as someone with breathing problems.Inhaling is mostly a passive function. So when you use this device, the muscles involved in inhaling are coaxed into being active. I can feel them working differently than they usually do, and it's quite a workout!It's analogous to the benefit that a really bulked-up football player gets when he stretches. Most of the time he's contracting his muscles, but it's important that he lengthen them, too.""]",29.15070801100228,The available reviews do not provide enough information to answer this question.,True,294.8273750007502
G_003,REC_003,B004XMVZVY,Toys_and_Games,medium,descriptive,pc,1,How many are in the pack??,There is only 1 in a pack.,KB_00030,1,"[""KB_00025""]","[""Who doesn't like to easily throw _anything_ 70+ yards! I've had a few of these over the years, and they keep getting better. Surprisingly durable. Anyone can pick it up and throw it much, much farther than they think. Easily. The whistling effect only makes it better, and quite frankly, makes it easier to hone in on to catch! Just as a heads up--the Nerf website says the MSRP is NINE BUCKS!""]",26.56708299764432,The available reviews do not provide enough information to answer this question.,True,135.03758300066693
G_004,REC_004,B0010WP46M,Electronics,long,descriptive,pc,1,"Does the power adaptor work with international voltages? Basically want to know if the power adaptor will work overseas as well (220 V), and what the power output of that adaptor is (for eg. 5V DC at 500 ma?).",Yes. It supports 100V-240V,KB_00032,1,"[""KB_00036""]","[""I bought this as a Christmas gift and it never worked at all. Would not even power on. Very sad and embarrassing. I wish I had spent the money on a more reliable name brand.""]",29.532707994803786,The available reviews do not provide enough information to answer this question.,True,272.7110830019228
G_005,REC_005,B0012YKLSE,Home_and_Kitchen,medium,descriptive,pc,1,What are the measurements for this item?,[UNANSWERABLE],,0,"[""KB_00046""]","[""i was glad to find this extra large sink protector for use in our new kitchen. It protects both the sink and the dishes in our new sink that is more than 25 inches wide. The unit is sturdy and easy to keep clean.""]",11.98208300047554,"The item is extra large and can fit a sink that is more than 25 inches wide. The exact measurements of the item are not specified, but it is designed for larger sinks.",False,409.65316700021503
G_006,REC_006,B004OFOT72,Sports_and_Outdoors,long,descriptive,pc,1,hi does anyone know if it will take a scope and could you hunt bull frogs with it if you wanted to,"The crossbow comes with a scope of its own, and if sighted in properly you could probably hit a bull frog",KB_00060,1,"[""KB_00059""]","[""I purchased the 150 Lbs Camo Crossbow with Scope and Arrows for my husband for hunting season. He loves it and it works great! It was a great buy for the price and it came with some arrows. The only negative feedback was that the crossbow string was pretty difficult to get on, but other than that, we have no complaints about this crossbow!""]",26.922792007098906,"The crossbow comes with a scope, and since it's used for hunting, it could potentially be used to hunt bull frogs. However, the reviews do not specifically mention hunting bull frogs with this crossbow.",False,386.17145800526487
G_007,REC_007,B005XUNG5I,Health_and_Personal_Care,short,descriptive,pc,1,what is the power source?,"Batteries, but I found it to be weak.",KB_00064,1,"[""KB_00067""]","[""At this point I wish I'd have paid the extra to get one with a power cord.Please note that the replacement cartridges are NOT cheap but the durability seems good.""]",38.02312500192784,"The product appears to be battery-powered, as the reviewer mentions wishing they had paid extra for one with a power cord. This suggests that the standard version does not come with a power cord. The product likely requires batteries as its power source.",False,331.96104200033005
G_008,REC_008,B002LAS5TU,Home_and_Kitchen,long,descriptive,pc,1,"Does the lids fit on the pans also? For example, does the large pot lid fit on the large pan?",The largest ps. Is the only one that a lid doesn't fit. This is a great set for the money,KB_00072,1,"[""KB_00072""]","[""I love these pans. The fry pans do not come with lids, but most lids are interchangeable for these pans. Nothing sticks to them! They are very easy to wash. They heat evenly. I have ordered more. This seller also gets the product out quickly.""]",32.01641599298455,"Most lids are interchangeable for these pans. This suggests that the lids can fit on multiple pans, including possibly the large pot lid on the large pan. The lids are generally compatible with the different pans in the set.",False,614.3962079950143
G_009,REC_009,B00AR1A7ZU,Pet_Supplies,long,descriptive,pc,1,How big is the part that actually goes in the tank? I'm trying to figure out if it will fit in my (very small) sump.,[UNANSWERABLE],,0,"[""KB_00081""]","[""No more coming home to my return pump inhaling all that air. Works great for my 55 gallon with 10 gallon sump.""]",30.61154199531302,The available reviews do not provide enough information to answer this question.,True,123.99691600148799
G_010,REC_010,B000GU3KHO,Automotive,long,descriptive,pc,1,I have a Harley Dyna Switchback with windshield and saddle bags.  Is the XL the right size for me?,[UNANSWERABLE],,0,"[""KB_00091""]","[""Comes with a neat holding bag that it wraps up into relatively easily. A size XL fits my '94 Honda CB1000 without a windshield perfectly.""]",25.164582999423146,The available reviews do not provide enough information to answer this question.,True,118.45283299771836
