golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_001,REC_001,B00E7LVBCE,Electronics,medium,descriptive,hybrid,10,My computer is DVI-I.  This monitor is DVI-D.  Is it compatible?,[UNANSWERABLE],,1,"[""KB_00001"", ""KB_00002"", ""KB_00003"", ""KB_00006"", ""KB_00005"", ""KB_00004"", ""KB_00007"", ""KB_00010"", ""KB_00009"", ""KB_00008""]","[""Excellent. I wanted a monitor to connect to my laptop. I am enjoying with my new dell monitor good.It has both VGA and DVI options. Would have given 5 rating if the VGA cable was of good quality. Its of very poor quality."", ""I bought this to be used in my lab for my test servers. For less than a $100 I think I got a pretty good monitor. No - its not supper great for starring at all day - but its good enough to be used as a second monitor. Its attached to a DVI KVM."", ""This item arrived on time as promised. I unpacked the monitor, connected it to the computer, turned it on and it began to work correctly without any problems. I will buy another one if I need in the future."", ""Not too many reviews on this  but I think its a great monitor. Bought it for a new Dell pc and it looks great. The picture is fine and its a larger screen size than you would think. The dimensions are a little different. The monitor itself feels very wide or elongated but you get used to it. Not that big of a deal. Mine came with two cords, the VGA and DVI were included. Great purchase/ I would definitely recommend."", ""I bought this monitor because of its low price and thought I had gotten a good deal at the time. I should have payed more attention to the reviews. It was hard to look at for any length of time and it could not be seen from a angle. Disappointing at best although I now have a monitor to go with my old computer when I sell it."", ""For the money I paid and the brand of Dell, I am thrilled! No generic names. My Dell monitor fits my Dell computer just wonderful! And, I received it within 3 days! What else can I say. Thank you"", ""Using the computer this afternoon, a medium-size black circle has appeared in the upper right screen. I cannot remove it, know the monitor is going bad. I am trying to figure out how to return it to Amazon for a replacement. I am quite discouraged. Amazon refuses to exchange the monitor, say I must go to the manufacturer, the manufacturer says I must go to the retailer, ie. Amazon. So, now what do I do?? ?"", ""I bought this to replace the 14&#34; I broke when I fell down the stairs. It will not work with the Dell 531s I gave my nephews and niece to practice using the computer when they got home from school. My 24&#34; Dell works fine with the 531s but not the 19&#34;. I wasted a lot of money getting it shipped to Mexico only to find out it will work."", ""I absolutely love this computer screen! It's very bright and it doesn't take a long time to set up. It was supposed to ship to me at Tuesday, May 20, 2014. But I got it a day earlier which made my day. I would recommend this computer screen, very nice resolution."", ""Easy to set up. Bright and vivid colors. Best value I found for my new Dell computer.Don't understand complaints about viewing from side. Why would you want to view it other than on your desk?""]",150.17283300403506
G_002,REC_002,B008N7CCJY,Electronics,medium,descriptive,hybrid,10,Can I use this for my android tablet in the car,"Dear Ann I do not own a tablet,however the purpose of this transmitter is to broadcast a signal thru your car stereo from outside devices, when you carstereo does not have an 3.5mm cable port this is a substitute.So if you are planing to play music thru your tablet ( AND ) if your tablet has a ear phone jack then yes it should work",KB_00016,1,"[""KB_00012"", ""KB_00015"", ""KB_00014"", ""KB_00017"", ""KB_00011"", ""KB_00013"", ""KB_00020"", ""KB_00016"", ""KB_00019"", ""KB_00018""]","[""I use this in my car all of the time when I'm waiting in my car for someone or when I am driving. I love it a lot I definitely recommend!"", ""I just got this for my wife's car so we could listen to music from our phones. We used to use a tape deck adapter but the tape deck in her car just stopped working, so I got this."", ""This transmitter works great . . I love it . I can now use my phone in the car . The only couple of problems is that of course there's a little bit of static depending where your at but over all a great product"", ""I have a friend who has a similar product and he showed it to me and I thought that was cool beings I have a older car that doesn't have that .Hooked it up and works GREAT and also you can get phone calls though your car speakers which is quite helpful with the Laws in my State you can't use a cell while driving and it solves that problem. I would recommend this product to anyone THANX AMAZON : ) !! Very Happy"", ""Works great! Works with android phones well which is what both my fiance and I have. Easy to use too."", ""Easy to use, good for the price. I use it everyday in my car and the sound quality isn't bad at all. I'm actually very happy with it. I've bought 40$ transmitters that did the same as this."", ""Got this for my husband and he says it works great, better than the old one. Easy to use & read in the car."", ""I think it fits the bill perfectly. It does exactly as it describes. It transfer music or recordings from your mps player, ipad, phone, etc. to your car speakers. Pick a channel that works and out comes the sound. Easy to use with little to no set up. Perfect for those of us that have a car in the collection that pre-dates MP3 audio insert on the dashboard."", ""Works great. My granddaughters love listening to their favorite music in the car. The sound is great. Easy to use."", ""I liked it very much. The music playback is good and no interruptions heard. And also it charges the phone fast. I have an iphone and one android phone, it's working fine for both.""]",35.56120803114027
G_003,REC_003,B008VGQ4VO,Electronics,long,descriptive,hybrid,10,"Can anyone provide the cord length? My CPU is under my desk, and most earbuds only provide about 4', which is too short.",[UNANSWERABLE],,1,"[""KB_00023"", ""KB_00027"", ""KB_00028"", ""KB_00025"", ""KB_00021"", ""KB_00024"", ""KB_00026"", ""KB_00022"", ""KB_00030"", ""KB_00029""]","[""Comfortable earbuds but there's already a short the sound and I'd say I've had these about a month. Not too happy about that."", ""I recently bought these here and in my opinion....the new flat cord was a terrible idea....I had a pair before these with the round cord and they were great until they developed a short of course....unless you only listen motionless these new one's are worthless....the cord noise is so bad it's ridicules...why they would want to lose good customers like myself is a mystery to me...but they have...."", ""There is also a lot of cord noise. I sit at my desk and listen to pandora, and have to take the headphones out because the cord noise becomes very distracting - the slightest shift is incredibly loud.3. The tip. The eartips were very soft in the original S4 and could be removed easily for cleaning. These tips are made of much stiffer plastic that is unpleasant to use for long periods."", ""After doing a huge amount of researches, l finally decided to choose klipsch s4ii. I was looking for sth that could provide me the best sound under $100. I was thinking about Bose, but most other people were saying that these were worth the money. I put them on....the mids and background details are really nice! however! the baas is kinda bad. I was pretty disappointed by that. Even those $20 earbuds have stronger baas than it does."", ""the sound is great if u are not moving. good for desk work or laying in bed listening to music. the cords DO make a noise when u move them. when i called klipsch to ask about the noise they said they never heard of that before. i doubt that but will be returning them more than likely. also they short out easily if ur ears get sweaty."", ""I purchased these headphones based on a Time article ([...]) comparing them in terms of cost and performance to the Beats by Dre Tour headphones. Unfortunately, the performance of the Klipsch headphones left a lot to be desired. While the headphones sounded very clear and crisp on the high end, the low end did not provide any appreciable bass. I tried some adjustments to the way the earbuds fit in the ear canal, but no luck on bass improvement."", ""Might be the best headphones on the market in this price range. Recommend these to anyone looking for quality earbuds."", ""Same problem as before, a short in the line near the plug. I went online to see if others were having the same problem, and there were loads of complaints from consumers that were having the same exact issue. I'm saddened by the lack of quality in the S4 II headphones. I have come to expect better from Klipsch. I even recommended the original S4 headphones to anyone that would listen to my rants about their quality for the price."", ""I'm really surprised that there aren't more reviews to this effect- the sound is great but the cord noise completely negates this. I'm shocked that anyone uses these- even walking makes a ton of noise."", ""I have had these for a year and i have mistreated them stuffed them at the bottom of backpacks with binders, left them on the floor of my room, and put them through the wash several time. They are seemingly indestructible, they sound just as amazing as they did on day one, i love these earphones and definitely recommend them to anyone else who has trouble taking good care of earbuds.""]",35.64320900477469
G_004,REC_004,B00C53831I,Electronics,medium,descriptive,hybrid,10,Will These Work In My Dell Optiplex GX 620sff?,"Yes, they should work on your Dell Optiplex 620. I have a desktop of that vintage and these modules worked on mine. Here's a suggestion: Go to Crucial.com and take advantage of their memory scanner-----this will verify the kind of memory modules your computer needs-----this doesn't commit you to buying theirs.",KB_00033,1,"[""KB_00033"", ""KB_00031"", ""KB_00034"", ""KB_00036"", ""KB_00032"", ""KB_00038"", ""KB_00037"", ""KB_00039"", ""KB_00035"", ""KB_00040""]","[""One needs to be careful in buying memory modules without the advice of the makers of these modules. If you know the exact nomenclature of the description (by a little research) of the modules you need, then it is safe to purchase same. These modules were just what I needed to expand the memory on my Dell desktop computer. Easy to install and ran my memory stress tests with no errors. A good buy at a bargain price."", ""The memory was a perfect fit for my Dell desktop computers and I had no problem with installing the memory myself. I received my purchase ahead of time and you can not beat the price."", ""Ordered this a few days ago in order to replace some failing ram sticks, and to my surprise, the packaged arrived early! When I opened it, I thought to myself &#34;this is it, these will last me for a lifetime&#34;, and to my dismay, the ram sticks did NOT match at all! But the worst and most stressing part about this is that the new sticks did not work!"", ""i ordered two matching sticks and got two different ones. according to CPU-Z one stick is PC2-5300 and the other is PC2-6400 both made by MELCO. although the 6400 stick will revert back to 5300 it kinda makes you wonder how this could happen. you get what you pay for i guess."", ""The memory I received was made in 2007. It passed the performance test with average scores on the old Dell I put it in. Works good and I'm satisfied. Three stars.... I save higher ratings for excellence."", ""Went in smoothly after removing DVD drive. No problems as of now. Certainly improved performance of Slimline which had only a Gig originally."", ""great buy and very easy to install, works perfectly fine also. my PC is alot faster with more memory there was no need for me to get a new one just yet."", ""Was the right memory for the right application. They shipped it out on time and it went in easy and the computer is working well."", ""it works as advertized and i am happy with the purchase since it was much cheaper than at bestbuy and any other store locally"", ""This memory passed the full test I applied and meets industry standards. Decent memory at a decent price, what else is there.""]",32.75420796126127
G_005,REC_005,B006YVFGAS,Electronics,medium,descriptive,hybrid,10,Would I need to still buy a converter box for this antenna?,"Depends on your display monitor or TV. It needs to have a tuner built in to the display to go without a converter box. If it's an old heavy box CRT TV you will probably need a converter box. If it's a newer LCD TV than you probably don't. In a nutshell, your monitor or TV needs to be able to receive ATSC signals.",KB_00041,1,"[""KB_00041"", ""KB_00042"", ""KB_00049"", ""KB_00045"", ""KB_00043"", ""KB_00044"", ""KB_00050"", ""KB_00048"", ""KB_00046"", ""KB_00047""]","[""I was a little worried that this antenna would be a waste of money, but I was wrong. After years of pixelation and moving my old rabbit ears around to try to get stations, I wanted to try something better. I have this going in to a digital converter box as I still have a tube TV. After messing around with the placement, I get more channels than before and I no longer have to worry about if where I sit in the room will affect my reception. Very good antenna!"", ""power, and with a new converter box scan I was able to somewhat pick up WTMV and its 2 sub-channels, 29-1, 29-2, and 29-3. It was VERY scrambled, and then I tried messing around with the placement of the antenna, and subsequent converter box scans couldn't pick that station up anymore."", ""Sometimes the cables not working too great so I switch to this Antenna and get all the channels I need, never miss a show"", ""This antenna did very poorly and was able only to get reception on 2 channels which formerly got 15 on old antenna .I would not recommend this product to anyone. I went back to old unit sold at Best Buy . It was a total waste of money."", ""It has been years since I bought an antenna, and so, even with digital TV, I was a little skeptical. Setting it up where I wanted it to go served no issue whatsoever. I plugged in the antenna, positioned it with the help of the converter box, and found the ideal position. The picture is comparable to that of satellite, and I am really impressed. Not only can I watch the channels I want to watch, but I can also record any program with the best of quality."", ""Here in Ashford CT the rumor was we couldn't get any free to air stations. This antenna picks up 12-15 stations although I need to sit it in the window pointing West. Probably three of those channels come in maybe 60% of the time. Most of the channels are 30+ miles away with hills in the way and it still gets them."", ""I received the itme without the amplifier. Nevertheless, it still functions good. I received approximately 46 channeleven though I'm an average of 45 miles from most of the TV station's transmitters. Very good for an indoor antenna."", ""I live in NYC and Time Warner has the monopoly in Manhattan. Local channels come in great with the exception of  channel 11. When using the amp u can get channel 11 and a few others as well. Also,my antenna box was opened and repacked  like it was a return. Not happy about that."", ""I can put up with it.Be sure you buy the RIGHT Micron XG--apparently there is a UHF version and I think there is another version yet that comes without the amplifier. Even ClearStream's own website is confusing as to which version is which.And shop around--I paid about $40 too much. But it is still better than eating a $80 cable bill month after month."", ""We don't care that we don't have popular cable TV channels, e.g. HBO, Food Network, CNN, ESPN etc., because we still can have other great alternations, especially the internet has so much fun to enjoy. The only thing we need to do is just to connect the TV and computer.This product outlook is gorgeour and simple. It does not look not good when we put it besides the small windown platform.""]",34.158542053774
G_006,REC_006,B00CGW74YU,Electronics,long,descriptive,hybrid,10,It appears to be an elastic band around the middle part of the lens. OUESTION: will this band interfere with the lens when  auto focusing?,[UNANSWERABLE],,1,"[""KB_00053"", ""KB_00060"", ""KB_00054"", ""KB_00052"", ""KB_00057"", ""KB_00055"", ""KB_00059"", ""KB_00058"", ""KB_00056"", ""KB_00051""]","[""I love this product. The band fits great around the lens. No more worrying where to put the lens cap!"", ""I just received the lens caps earlier this week and put them to good use immediately. These lens caps fit my lenses very well, as they will on any 58 mm lens. While I am not going to use the elastic band, I believe I will try to use the cords that come without the elastic. This seems a better fit for my needs.I will definitely recommend this product to a friend . . . but not an enemy."", ""Many similar elastic band retainers have bee criticized for falling off various lens caps and that may be the result of insufficient pressure when installing them."", ""I recently purchased a Nikon D5200 single lens reflex camera and am quite happy with it, except for one thing. The lens caps that came on the lenses have the brand name NIKON deeply embossed on the middle of the outward facing portion of the lens cap. Very good looking, but unfortunately because of that embossing it is impossible to have the adhesive that holds the lens cap to the elastic that goes around the lens adhere to the lens cap."", ""How often have you lost a lens cap? I have many times so I bought several of these and they are great and easy to use, especially with the nifty keeper. Just slip the elastic band on the lens itself and stick the sticky end on the lens cover and off you go!"", ""The caps arrived a timely manner and were appropriately packaged for shipment. They fit the lens as advertised and the elastic band does an excellent job of holding onto the lens barrel. Completely satisfied with the quality and price."", ""They have an elastic band that slips over the lens that is then attached to a nice little leash stuck to the cap. Those pesky lenses and their desire for freedom is now thwarted. And even if I happen to come across an extra crafty lens that some how gets loose, I have a few more in the package to take its place. They fit like the originals and I can't complain. Take that Lake Superior! You don't get any more of my caps!"", ""These caps for my lens are awesome! I love that attaching the part to the cap is easy and it stays. I LOVE the elastic part which goes on and then keeps my cap right where I need it while using my camera. I then can find my cap and am never worried that I can't find my cap. It's a must have!"", ""I like tying the string to the lens cap through a small hole in the cap, rather than glueing a string holder to the front of the cap. To accomplish this one must connect the string to the cap, cut off the string holder from the stretchy part that goes around the lens, and then tie the two parts together. No big deal."", ""These items arrived as promised, just ahead of a big weekend of chasing hot air balloons. The caps are spares, so I didn't need to use them, but I did snap on onto my lens and it appears to fit just fine and is made of heavy plastic...doesn't feel flimsy at all.The cap-keepers are wonderful! I really like the elastic to fit around the lens instead of hooking on to the strap anchor on the camera. It's much less in the way.""]",17.115999944508076
G_007,REC_007,B004HW6F9M,Electronics,medium,descriptive,hybrid,10,Do you need an amp for it?,Yes you do need an amp for it. I suggest pairing it with a pioneer digital amp. I have 2 of these In my TDI golf 2013 and they save so much space but have higher decibel readings then some of the extensive setups my friends have installed so far.,KB_00061,1,"[""KB_00061"", ""KB_00064"", ""KB_00062"", ""KB_00066"", ""KB_00063"", ""KB_00069"", ""KB_00065"", ""KB_00067"", ""KB_00070"", ""KB_00068""]","[""i read all the reviews before i bought this and didnt see many bad ones. but i had to hear for myself. all i can say is holy crap. this thing is so small and sounds so huge. i have it in a 07 saturn vue running it with a pyramid 1000watt artic amp. if you need space and huuuuge sound buy this. buy it now!!!!!!!! !"", ""It sounds great, I have it running through an ancient RF punch amp and it hits HARD. Granted its an older RF amp and they are SERIOUSLY underrated. Its a sealed enclosure, so it\""s a quick,  solid hard hitting bass, rather than a really deep ultra low tone bass. It does need to break in and i feel that it will only get better after break in."", ""I ordered this not really expecting this much sound out of such a small box. I had an old Hifonics 50 x 50 amp that connected in bridge mode. This thing is awesome! Much more bass than I need. You will not hear it unless you are sitting in the truck and then it rocks. Vibrates the rear view mirror and the seats."", ""I was looking for a sub for my 2000 mustang ragtop to give me some bass when the top was down. Almost spent 600.00  plus at an electronics store, they said I would need a special setup to get bass. I read the reviews on this sub with the boss R1100M. Bought it, installed it, exceeded my expectations. Great sounding bass on the highway with the top down. The adjustable bass control that comes with the amp works great to adjust the sub to different music."", ""I have this laying in the trunk of my 2009 Civic. It takes up a small amount of space, but I can stack luggage on top if I need the space. The Pioneer GM-3500T amp driving it has plenty of power to drown out road noise on the freeway and rattle the trunk if I turn it up. Overall it is a great combination."", ""If you are look for a compact sub/box, this is the unit you need. I am not a person that likes a high amount of bass. This unit has enough bass anybody needs."", ""Here's the review.While writing this I see the product title as Enclosure 800 Watts. Not sure if that is a mistake or what, but it is rated for 200 Watts. I am currently giving it 200 Watts (from a bridged RF 4 channel amp) and let me tell you, it will need no more. I've had sound systems that were insane in my younger days, so I know what to expect from a shallow mount 10&#34; sub. I was surprised."", ""For \""Maximum Bass\"" I can fold the rear seats forward and then really have to lower the gain on the remote gain control for the Boss amp or I get way more bass than I need. Had to change the low bypass filter setting from 100db to 80db on the head unit to get a less muddled sounding low end and the 6 X 9's do such a good job with this setting that it sounds perfect. I have only had this running for two days now and it is really impressive."", ""I was able to remove the foam housing around the spare tire compartment and plant this thing in its place without any modification to the area. This thing thumps when you need it to and really helps bring in the lows that regular speakers can't produce, and because the subwoofer faces downward, you don't have to worry about damaging anything!"", ""The two descriptions of the dimensions are different so I need to know the exact specifications of the length, width, and height. Somebody help!""]",34.953916911035776
G_008,REC_008,B00CAN8ETE,Electronics,medium,descriptive,hybrid,10,Has any one tried this with any car stereo 30-pin adapters?,It works with most 30 pin adapters. There are a get radios however that will not use the same protocol and do not work with the NAXA,KB_00072,1,"[""KB_00076"", ""KB_00073"", ""KB_00074"", ""KB_00071"", ""KB_00075"", ""KB_00072"", ""KB_00080"", ""KB_00077"", ""KB_00079"", ""KB_00078""]","[""This thing never connected to any of my docks or with my car's 30pin cable. I sent it back and ordered the ViseeO Tune2Air WMA1000 which is more expensive, but works perfectly with every device I have and connects instantly in my car for A2DP Stereo Bluetooth music. Do yourself a favor and spend the extra money to get the ViseeO."", ""I tried this product with two different Sony bookshelf stereo systems and four different smart phones. It powered up and paired with each phone (iPhone 5, HTC One, and Samsung Galaxy), but it would not play any music through either stereo's speakers. I verified each docking station by directly connecting and playing music with an iPod. I returned the bluetooth adapter for a refund."", ""If I could, give this negative stars, I would. Not only did it not work (it just got super hot), when I plugged my iPod back in there was now a thumping noise, and it would no longer charge the iPod. I have one of those USA Spec adapters that hooks into my stereo. So while I was able to return the NAXA, I'm out $100 for the iPod adapter that I now have to replace. Super pissed about this thing."", ""Easy to plug into 30 pin socket and connect to Bluetooth devices. Volume is a bit low so need to crank up stereo then turn volume down for other sources."", ""I thought this would work on my car. My car has a plugin for an ipod so i tried to use this so I can play music from my galaxy s2. Didn't work."", ""I tried this in 2 different cars. My friend has a BMW, not sure model, and used an aftermarket converter to hook up his iphone. It works on his, but the controls don't work. Having the phone hooked up allowed for you to skip tracks, etc. That no longer works. So if you are looking for that functionality be warned, it May not work. But it still connects and works fine.I also installed one in my wifes car, honda accord. Same thing."", ""I purchased this device for my motorcycle to connect to my iPhone wirelessly. It automaticly connects to my phone when I start the bike, and makes using Google Maps great. With this device I get turn-by-turn directions through my stereo, and never have to take my eyes off the road. Awesome! The only thing I don't like is the odd noises it makes through the stereo while it is connecting."", ""It has to be powered. Don't rate this thing bad because you plugged it in to your unpowered unit and it didn't work. You didn't read. That's your fault.So plug it in your powered dock/iphone aux for your car and turn on bluetooth. Go searching for the device and it should come up in a few seconds. The device automatically searches when it's powered on. You might have to enter four zeros as a password, but I did not.So now it works."", ""My old ipod/iphone Bluetooth received died so I needed another one."", ""This item works great! I have two of them. One for the office and the other one at my house.""]",33.334124949760735
G_009,REC_009,B0013V3CQY,Electronics,long,descriptive,hybrid,10,Can this be connected to a laptop anyway to record if so what do I need if not what will I need to get,"Yes, mine is hooked up to a lap top via an EasyCAP DC60 - USB 2.0 Audio/video Creator Capture High-quality Analog Video and I use a software video capture program to record to the hard drive, however its tedious and I reccomend getting aZmodo PKD-DK4216-500GB H.264 Internet & 3G Phone Accessible 4-Channel DVR with 4 Night Vision Cameras and 500 GB HD for about 100 bucks more for easy recording of surveillance video.",KB_00086,1,"[""KB_00082"", ""KB_00084"", ""KB_00085"", ""KB_00090"", ""KB_00086"", ""KB_00081"", ""KB_00083"", ""KB_00087"", ""KB_00088"", ""KB_00089""]","[""The LCD even has an option to scroll back and forth between the two.Cons:1) To record you do need to hook it up to a recording device. Sadly it does not record on its own which does limit it's helpfulness a bit.2) Sometimes when viewed on a larger TV, the screen can be a bit snowy. However it has never gotten nearly bad enough for me that I couldn't see what was going on outside.3)The camera does need to be sheltered when used outside."", ""This is the second monitor and camera that I have purchased and if another one is needed I will not hesitate to order the same one again. It is just what we need for our vewing. Easy to use."", ""I love this little security camera. I bought it back in 2011 for $50 off Amazon.com from a seller. I mainly bought this to catch my sister&#8217;s ex boyfriend that stalks her constantly. I have yet to catch him, but I have caught many other crazy things outside with this camera. I attached it to my DVD recorder, so I can record for up to several hours non stop and catch anything I might miss."", ""the video baby monitor transmitted a crystal clear picture and great sound. ...therefore, I PACKAGED THE GE CAMERA AND MONITOR UP AND RETURNED IT FOR A REFUND  :(not sure what we're going to get to replace this - would like something that can be placed outside - but the baby monitor worked so well, i may end up with one of those  ;-)sorry that i can't say anything good about this system."", ""It views everything in a black and white picture, but does still have a picture whereas most cameras would just show black.3) The camera can and will record if and only if you hook it up to a VCR, DVD recorder, or some other recording device that works with AV cables."", ""The system far exceeds my expectations. It is used to keep an eye on my 1/10th of a mile driveway in a rural area. I keep it connected to my TV and switch to it when the alarm sounds.I would recommend this to anyone having such a need."", ""I was reluctant to buy this because of some of the reviews, but did so anyway and am glad I did. I also purchased an additional camera, which gives me coverage of my entire yard and front entrance. My cameras are not mounted far away from the receiver/monitor, so I get great reception and a crystal clear picture. I like that I can take the monitor to the back of my house, however the reception does get a little fuzzy the further away from the cameras."", ""Even the manual will tell you that if the picture is not coming up clearly just adjust the cables and the monitor position so that it can get a clearer signal. I have also noticed that when I have the video stream running on my 20\"" TV it can be a lot easier to view some of the smaller shapes."", ""I haven&#8217;t had any issues with it. It&#8217;s on basically 24/7 and has been since I bought it. I have it outdoors and it works very well, even when it rains. Of course I have it in a spot under where hopefully no water will hit it. Just make sure you have somewhere to plug it in outside, I think you can get a rechargeable battery from GE as well for extra of course."", ""We purchased this system in April as a baby monitor. We just recently started using it in the last month. We have used it 5 times and now there is no picture. We have tried the small troubleshooting guide and nothing works. I understand that amazon cannot refund everything but since our 30 days since purchase has passed we can only get a partial refund. Needless to say, I will start looking around before buying from amazon as well as GE.""]",32.47508406639099
G_010,REC_010,B004JKBVBY,Electronics,long,descriptive,hybrid,10,Polaroid GL10 PC Driver Does anyone know if Polaroid has issued a printer driver for PC (Win 7) to allow printing on the GL10?I have emailed the Polaroid Customer Contact with no reply.The product instructions say to contact poloriod.com for the software.  I can't find it on that site.Thanks.,"You have to go to, http://www.polaroid.com/en/greylabel and drag the large gray slider bar at the bottom of the page about half way to the right. There you will find links to the Android App, Mac, 32bit and 64bit Windows versions.",KB_00091,1,"[""KB_00094"", ""KB_00091"", ""KB_00096"", ""KB_00097"", ""KB_00093"", ""KB_00099"", ""KB_00098"", ""KB_00100"", ""KB_00092"", ""KB_00095""]","[""I recently purchased the Portable GL10 Zink Printer from Amazon.com. I purchased the product in the view that it was a great idea and an extremely useful way of bringing back the old polaroid photograph style.However, whenever I downloaded the software from the Polaroid website which accompanies the printer, and decided to choose one of the overlaying filters for the photograph, my printer is no longer able to print the normal white border or any other filter."", ""Before noticing the button, I had sent and resent the file multiple times thinking it wasn't working.It took two weeks to find the mythical software on the Polaroid site that allows you to print from your computer. You have to go to polaroid dot com /en/greylabel  That's where you find the software for your PC and android smartphones. If you don't have a cable to print from the computer, one is not supplied. It's a standard cable so I probably have one somewhere."", ""The first printer I got was DOA. Would not power up or connect no matter what I did. No help files, FAQ, drivers, anything really on Polaroid's page. So, I used Amazon's great return policy and just ordered a new one. 2nd one worked fine. But the instructions say \""get the GL10 application\"". OK, where? I had to do some searching to find how to get to the link. Just bad support/design, in my opinion."", ""I just received this today. I'm glad I checked it out before giving it to my husband. The printer would not connect to the computer. After waiting 25 minutes on hold with Polaroid they just told me to return it. Also, it's nearly impossible to find the link for the computer software on the website. Don't bother looking for any instructions online either. To connect to the computer you need a USB to USB cable. This is not supplied and they are hard to find."", ""My expectations were met regarding the picture quality considering the price I paid and the product description. I understood this product was trying to recreate original Polaroid instant photos when I bought it.Ultimately, I returned the GL10. I like Polaroid's concept regarding this printer. However, the printing jams and the poor user interface in both the PC and Android applications make this product unsatisfactory."", ""I had considerable difficulty finding the PC software for this device. It is located on the Polaroid website, but it is not easy to find. (Incidentally, it is located here: [...] ).The PC software has a poor user interface. When finding photos, the program's interface does not follow the Windows Explorer framework."", ""It is difficult to use. Admittedly, my frustration in navigating the app limited my use.Printer setup, including installing the battery, loading the photo paper, and installing the PC driver, was easy.The physical printing process is poor. The printer jammed 80% of the time (it jammed 4 times out of the 5 times I tried to print).The one photo I printed is best described as \""Polaroid instant film quality.\"""", ""If you try to connect with the USB, you will need drivers. The manual says you should go to the polaroid.com and download the software from there. Which I did but I couldn't find any. Maybe it's just me. Probably this minor thing it's going to be address in the near future (hey, I said 'outstanding', not 'perfect'!"", ""You can have your professional printed at a lab, and use these for the road.-----After having it for a few weeks I wanted to update my review. The really frustrating thing about this product is apparently Polaroid has forgotten they make it (despite still selling it). You can't find the software on their website (it's hidden in a separate website, see above) and you can't find any support materials on the site either."", ""Usually I research my purchases pretty well. I must have read a glowing review of this and lost my mind a bit. To be fair, I don't think I was looking for a tiny tiny portable printer you can use in a bar (maybe). I just wanted a photo printer that was easy. For my wife. The thing that made me mad was how in the instructions it said visit the site forinfo on using printer with Mac and USB. I go there. Can't find anything.""]",42.118457960896194
