golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms,generated_answer,refused,generation_ms
G_001,REC_001,B003HV3WN6,Automotive,medium,descriptive,hybrid,1,Does this work on 12 and 24 volts system,[UNANSWERABLE],,0,"[""KB_00006""]","[""When people say it is just a test light they are comparing apples to oranges. I am just a shade tree mechanic and I can say if you can get one get it. You can check out the electrical section at Realfixesrealfast.com and see it at work. just go to the video section. Hope this helps.""]",147.00287500454579,The available reviews do not provide enough information to answer this question.,True,400.0584999957937
G_002,REC_002,B0000E2PBX,Health_and_Personal_Care,long,descriptive,hybrid,1,"The ball completely blocks air from passing by to get to my lungs, is this supposed to happen? Are you supposed to get NO air when inhaling? The instructions state ""inhale...until you feel your lungs are full"" but that doesn't happen with the ball completely blocking all air from passing into your mouth. thanks.",[UNANSWERABLE],,0,"[""KB_00019""]","[""I had heard about this method of exercising the lungs and have to say I am very impressed with the simplicity and yet the exceptional results in ony a few days. Amazing.Since we receive about 90% of our energy from oxygen this is much more valuable to humans than most would believe.Thanks""]",40.87120799522381,The available reviews do not provide enough information to answer this question.,True,340.3645419894019
G_003,REC_003,B004XMVZVY,Toys_and_Games,medium,descriptive,hybrid,1,How many are in the pack??,There is only 1 in a pack.,KB_00030,1,"[""KB_00025""]","[""Who doesn't like to easily throw _anything_ 70+ yards! I've had a few of these over the years, and they keep getting better. Surprisingly durable. Anyone can pick it up and throw it much, much farther than they think. Easily. The whistling effect only makes it better, and quite frankly, makes it easier to hone in on to catch! Just as a heads up--the Nerf website says the MSRP is NINE BUCKS!""]",28.984000004129484,The available reviews do not provide enough information to answer this question.,True,135.03758300066693
G_004,REC_004,B0010WP46M,Electronics,long,descriptive,hybrid,1,"Does the power adaptor work with international voltages? Basically want to know if the power adaptor will work overseas as well (220 V), and what the power output of that adaptor is (for eg. 5V DC at 500 ma?).",Yes. It supports 100V-240V,KB_00032,1,"[""KB_00032""]","[""I spent a great deal of time on Amazon's website to look for digital photo frames. My requirements, were crisp picture, 7 inch screen, international power supply (110-220V), MP3 music playing during picture slideshow and below $70 USD. The Axion-9702 does it all. It came in a nice box (good gift), quality of product was great, and most important good decent pictures. The product is made in China but show me one that is not.""]",35.65304201038089,"The power adaptor works with international voltages, supporting 110-220V. The review does not specify the power output of the adaptor.",False,311.43616599729285
G_005,REC_005,B0012YKLSE,Home_and_Kitchen,medium,descriptive,hybrid,1,What are the measurements for this item?,[UNANSWERABLE],,0,"[""KB_00041""]","[""I should have read the reviews.This product does not do a very good job of protecting your sink because the silverware easily falls between the slots and this item is very flimsy.""]",11.241416999837384,The available reviews do not provide enough information to answer this question.,True,236.8052500023623
G_006,REC_006,B004OFOT72,Sports_and_Outdoors,long,descriptive,hybrid,1,hi does anyone know if it will take a scope and could you hunt bull frogs with it if you wanted to,"The crossbow comes with a scope of its own, and if sighted in properly you could probably hit a bull frog",KB_00060,1,"[""KB_00059""]","[""I purchased the 150 Lbs Camo Crossbow with Scope and Arrows for my husband for hunting season. He loves it and it works great! It was a great buy for the price and it came with some arrows. The only negative feedback was that the crossbow string was pretty difficult to get on, but other than that, we have no complaints about this crossbow!""]",32.76899999764282,"The crossbow comes with a scope, and since it's used for hunting, it could potentially be used to hunt bull frogs. However, the reviews do not specifically mention hunting bull frogs with this crossbow.",False,386.17145800526487
G_007,REC_007,B005XUNG5I,Health_and_Personal_Care,short,descriptive,hybrid,1,what is the power source?,"Batteries, but I found it to be weak.",KB_00064,1,"[""KB_00067""]","[""At this point I wish I'd have paid the extra to get one with a power cord.Please note that the replacement cartridges are NOT cheap but the durability seems good.""]",26.735958002973348,"The product appears to be battery-powered, as the reviewer mentions wishing they had paid extra for one with a power cord. This suggests that the standard version does not come with a power cord. The product likely requires batteries as its power source.",False,331.96104200033005
G_008,REC_008,B002LAS5TU,Home_and_Kitchen,long,descriptive,hybrid,1,"Does the lids fit on the pans also? For example, does the large pot lid fit on the large pan?",The largest ps. Is the only one that a lid doesn't fit. This is a great set for the money,KB_00072,1,"[""KB_00072""]","[""I love these pans. The fry pans do not come with lids, but most lids are interchangeable for these pans. Nothing sticks to them! They are very easy to wash. They heat evenly. I have ordered more. This seller also gets the product out quickly.""]",29.184250000980683,"Most lids are interchangeable for these pans. This suggests that the lids can fit on multiple pans, including possibly the large pot lid on the large pan. The lids are generally compatible with the different pans in the set.",False,614.3962079950143
G_009,REC_009,B00AR1A7ZU,Pet_Supplies,long,descriptive,hybrid,1,How big is the part that actually goes in the tank? I'm trying to figure out if it will fit in my (very small) sump.,[UNANSWERABLE],,0,"[""KB_00088""]","[""I picked this up for my 30g cube tank and has come in handy from the start. It was easy to setup and works like a charm. I just drop the pump/sensor into a 5gal container with RO water and it keeps my tank filled to the exact mark I want and keeps the protein skimmer working perfectly.""]",33.60616700956598,"The part that goes in the tank fits in a 5gal container, suggesting it is relatively small. This may indicate it could fit in a small sump, but exact dimensions are not provided.",False,494.9012919969391
G_010,REC_010,B000GU3KHO,Automotive,long,descriptive,hybrid,1,I have a Harley Dyna Switchback with windshield and saddle bags.  Is the XL the right size for me?,[UNANSWERABLE],,0,"[""KB_00091""]","[""Comes with a neat holding bag that it wraps up into relatively easily. A size XL fits my '94 Honda CB1000 without a windshield perfectly.""]",29.798083007335663,The available reviews do not provide enough information to answer this question.,True,118.45283299771836
G_011,REC_011,B008URGSWO,Home_and_Kitchen,long,descriptive,hybrid,1,"how thick is it, really?  some say 1/2"", some say 2"", 2-1/2"".  does it flatten out?  comparing it to the extra plush, extra thick pad, what would one?","Mine is just shy of a full 2 inches at the plushest points. Mine has not flattened out. All my shoulder pain is gone. My wife no longer has back pain. I didn't want to spend this much but now that I have it, I consider every dime spent well worth it.",KB_00093,1,"[""KB_00093""]","[""For one thing, it isn't thick enough to sag. I would estimate it as approximately 1.5 to 2\"" thick, though the quilted construction makes it difficult to measure. When you lay on it, the loft compresses but does not collapse--meaning that it gives you softness and support, but runs none of the back-pain-inducing risks that we've experienced with thick memory foam mattresses and toppers.Unlike memory foam, the Downlite topper is not nearly as hot at night.""]",33.33241699147038,"The thickness is estimated to be approximately 1.5 to 2"" thick. It compresses when laid on, but does not collapse, providing softness and support.",False,410.44620900356676
G_012,REC_012,B000ST0184,Toys_and_Games,medium,descriptive,hybrid,1,how can I make it wireless for my win 8.1 PC?,"Interesting question. I don't think there is a direct or easy way to do this. The tankstick is basically a big keyboard. Each button/joystick direction is a keyboard button. Knowing this, it would require some type of modification to convert it to a wireless keyboard. It sounds like a project worth attempting. Sorry, I probably didn't help at all.",KB_00102,1,"[""KB_00106""]","[""I tried to use this on my PC and had a hard time calibrating it. I thought is was the size of a keyboard but this thing is pretty big and heavy. I'm going to try again soon and hopefully I'll have better luck.""]",30.942625002353452,The available reviews do not provide enough information to answer this question.,True,119.07733399857534
G_013,REC_013,B0013ODWSO,Sports_and_Outdoors,long,descriptive,hybrid,1,Does the white scooter have the same specs as the micro black one?,[UNANSWERABLE],,0,"[""KB_00112""]","[""A very good push scooter.I began with an entry level of the brand Micro. I wanted to know my boundaries.And now, with this high end model, I can tell my dream becomes reality. It's very steady. It is lower than the other models and then I need less push kicks to go straight. I have the feeling to be quicker in comparison with my older previous kickscooter.The only weakness is the break. It was broken only one month after my purchase.""]",30.250291994889267,The available reviews do not provide enough information to answer this question.,True,164.4689999957336
G_014,REC_014,B005F79BYE,Home_and_Kitchen,long,descriptive,hybrid,1,Does this offer the option of shelving instead of hanging clothes inside the doors?,[UNANSWERABLE],,0,"[""KB_00125""]","[""This is a good buy. I bought two wardrobes at the same time. This one was a third the price, easier to assemble and looks and feels solid and of good quality. Worth the price and i wish I had bought two of these instead of the other one.This is the other wardrobe.http://www.amazon.com/gp/product/B00HT26CW2/ref=oh_details_o06_s00_i00?ie=UTF8&psc;=1""]",29.262540992931463,The available reviews do not provide enough information to answer this question.,True,215.240958990762
G_015,REC_015,B00ATDT83I,Cell_Phones_and_Accessories,long,descriptive,hybrid,1,Hello. I'd like to know if this cell phone works properly in Venezuela for DIGITEL.,[UNANSWERABLE],,0,"[""KB_00132""]","[""excellent choise in this cell phone and great colour too. i recomend it. no more to say. . . . . . . .""]",30.277875004685484,The available reviews do not provide enough information to answer this question.,True,306.71408399939537
G_016,REC_016,B00394NT20,Health_and_Personal_Care,short,descriptive,hybrid,1,Is there a warranty?,[UNANSWERABLE],,0,"[""KB_00145""]","[""You cannot get it back in the box for a return. If it works for you great but regard this as a gamble for your money. If it breaks - tough luck.""]",11.555541001143865,"There is no mention of a warranty in the available reviews. The reviews suggest that if the product breaks, the customer is out of luck. This implies a lack of warranty or return protection.",False,222.5589170047897
G_017,REC_017,B0056FL4FY,Beauty,long,descriptive,hybrid,1,"does not say if its an american or ueropean plug and ive ordered this before and got a ueropean plug, provide necessary info",[UNANSWERABLE],,0,"[""KB_00154""]","[""I thought this would be a good starter drill for my nail business until I could afford a good one. It only worked a couple of times and then just stopped. I could not get it to work again even though I wiggled the cord and tightened the plug prongs. I would say to spend a little more and get a better product.""]",30.112708001979627,The available reviews do not provide enough information to answer this question.,True,231.10841599554988
G_018,REC_018,B00154MGXY,Home_and_Kitchen,long,descriptive,hybrid,1,Is this item 35.43 inches at the very top or the body of the unit?,[UNANSWERABLE],,0,"[""KB_00162""]","[""My wife ordered it, It was about two inches to big at the top, becuase of the molding,So it didn't work for what we needed.""]",31.358791995444335,"The item is 35.43 inches at the very top, as the review mentions it being too big at the top due to the molding. This suggests that the measurement includes the top portion. The body of the unit is not specified as the reference point for the measurement.",False,293.835875003424
